Compound_ID,Name,ChineseName,IonMode,Formula,MolecularWeight,m/z,MassError,Adduct,RT (min),Score,Level,Column,ClassI,ClassI_(Chinese),ClassII,ClassII_(Chinese),ClassIII,ClassIII_(Chinese),CAS,HMDB_ID,SuperClass(HMDB),Class(HMDB),SubClass(HMDB),Other_name(KEGG_name),KEGG,KEGG_MapID,Lipidmaps_ID,CATEGORY(Lipidmaps),MAIN_CLASS(Lipidmaps),SUB_CLASS(Lipidmaps),PubChemID,SMILES,InChIKey,PGF1,PGF2,PGF3,PGFM1,PGFM2,PGFM3,HSF1,HSF2,HSF3,HSM1,HSM2,HSM3,LSF1,LSF2,LSF3,LSM1,LSM2,LSM3,YJF1,YJF2,YJF3,YJM1,YJM2,YJM3,SJF1,SJF2,SJF3,SJM1,SJM2,SJM3,SHTF1,SHTF2,SHTF3,SHTM1,SHTM2,SHTM3,XSF1,XSF2,XSF3,XSM1,XSM2,XSM3,YSF1,YSF2,YSF3,YSM1,YSM2,YSM3,PG.aver,HS.aver,LS.aver,YJ.aver,SJ.aver,SHT.aver,XS.aver,YS.aver,P-value
Com_948_pos,N-Benzyloctadecanamide,N-苄基硬脂酰胺,P,C25H43NO,373.33446,374.33848,8.76033,[M+H]+,10.97,0.59,1,C18,Lipids and lipid-like molecules,脂质和类脂分子,Fatty Acyls,脂肪酰类,Fatty amides,脂肪酰胺,5327-45-7,_,_,_,_,_,_,_,LMFA08020156,Fatty Acyls [FA],Fatty amides [FA08],N-acyl amines [FA0802],_,CCCCCCCCCCCCCCCCCC(=O)NCC1=CC=CC=C1,IXODJGLAVBPVSW-UHFFFAOYSA-N,734614.5537,530316.2177,87388.88878,273101.6314,274460.1698,99929.51536,309818.7093,108319.5624,272190.5217,922036.377,73321.53534,405114.6222,5398185.202,159547.5007,313005.4703,134908.371,512945.3982,1322631.58,502072.6931,470159.438,172866.7039,1462839.611,293841.8098,865676.3611,290131.1524,328506.0153,1518654.392,98043.97532,161482.9752,115911.2498,3534600.254,333523.038,178321.127,81826.99626,130892.9517,752580.4201,303789.7035,342212.3397,68959.54282,1343389.646,171557.3043,1379319.447,1625888.142,236510.5503,88216.51744,212699.8165,327554.3452,2073536.075,333301.8295,348466.888,1306870.587,627909.4361,418788.2932,835290.7978,601537.9972,760734.2411,0.85869
Com_411_pos,Bombykol,"(E,Z)-10,12-十六碳烯醇",P,C16H30O,238.22966,256.2625,3.76064,[M+NH4]+,9.649,0.78,1,C18,Lipids and lipid-like molecules,脂质和类脂分子,Fatty Acyls,脂肪酰类,Fatty alcohols,脂肪醇,765-17-3,_,_,_,_,Bombykol,C16873,_,LMFA05000007,Fatty Acyls [FA],Fatty alcohols [FA05],_,_,CCCC=CC=CCCCCCCCCCO,CIVIWCVVOFNUST-SCFJQAPRSA-N,35120636195,19400661754,22335581515,28463973866,31294756237,30629503854,31889746592,18871074918,13794820507,35818330617,32748299717,33927376689,19919158578,17888250457,14961942691,30619484374,26207804380,33468103353,17328751862,20904112578,24172362952,24643344429,31097280086,32834196919,32708562701,22871307997,13194146066,26211579067,14301148859,23213944245,22010159924,11568078956,23116624343,25872605946,26484858890,24716259548,14467568900,27035963236,26906381088,20627504035,27230950691,24920166370,21822271953,28549603530,32399947415,28887903650,33747856538,22836716518,27874185570,27841608173,23844123972,25163341471,22083448156,22294764601,23531422387,28040716600,0.59391
Com_466_pos,Sphingosine (d17:1),鞘氨醇(d17:1),P,C17H35NO2,285.26678,268.26256,3.42321,[M+H-H2O]+,7.418,0.98,1,C18,Organic nitrogen compounds,有机氮化合物,Organonitrogen compounds,有机氮化合物,Amines,胺类,6918-48-5,_,_,_,_,_,_,_,LMSP01040002,Sphingolipids [SP],Sphingoid bases [SP01],Sphingoid base homologs and variants [SP0104],_,CCCCCCCCCCCCC=CC(C(CO)N)O,RBEJCQPPFCKTRZ-LHMZYYNSSA-N,31514996.94,71224408.2,49171028.64,39361408.99,23253430.43,26938896.79,38117321.99,32196429.52,21567403.99,568342.581,8662523.67,9243152.407,133591648.8,94123772.95,198482210.9,37816346.86,28322212.31,19765836.89,35238528.67,8112491.654,29779845.89,10378118.21,11680076.87,1434932.217,25845140.08,14733104.12,92785262.68,11390662.17,11357157.56,12035648.66,15682512.16,16933230.5,16337449.2,11994165.76,10729857.07,6849508.344,26014506.72,30279919.34,23959208.62,17597628.11,31232786.14,15853172.65,9912316.237,9862458.985,7707377.839,9047260.335,5108608.497,10459968.29,40244028.33,18392529.03,85350338.11,16103998.92,28024495.88,13087787.18,24156203.6,8682998.363,0.0018149
Com_608_pos,Gigantol,石斛酚,P,C16H18O4,274.12051,297.11156,6.21481,[M+Na]+,6.009,0.63,1,C18,Phenylpropanoids and polyketides,苯丙素类和聚酮类,Stilbenes,芪类,_,_,83088-28-2,_,_,_,_,_,_,_,_,_,_,_,_,COC1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC,BMSPEISBKGSBTR-UHFFFAOYSA-N,607821.5088,475023.1799,24610.21664,890240.6401,498521.2853,711074.3437,1150585.521,1571734.017,924209.5514,1383386.104,1061941.774,1382361.031,1587751.188,1098387.154,406840.5682,1121269.454,101572.5236,160317.4088,14744088.54,11411070.06,10815056.94,7830421.881,11499167.13,41914.63546,123558.1762,374178.8708,940128.2442,649271.0684,1193200.668,742498.5963,15854965.57,14345056.03,13363843.07,10029108.4,10653061.21,6418637.439,8540927.617,29725373.05,5841799.73,6954352.491,7071203.839,5740559.677,3955119.236,5026200.39,76369506.95,3354526.883,580503.9715,3360804.264,534548.5291,1245703,746023.0494,9390286.53,670472.6039,11777445.29,10645702.73,15441110.28,7.73E-06
Com_1223_pos,Aurantio-obtusin beta-D-glucoside,橙黄决明素-6-O-葡萄糖苷,P,C23H24O12,492.12678,515.11564,0.66816,[M+Na]+,6.01,0.63,1,C18,Benzenoids,苯类化合物,Anthracenes,蒽类,Anthraquinones,蒽醌类,129025-96-3,_,_,_,_,Aurantio-obtusin beta-D-glucoside,C10303,_,_,_,_,_,_,CC1=CC2=C(C(=C1O)OC)C(=O)C3=C(C(=C(C=C3C2=O)OC4C(C(C(C(O4)CO)O)O)O)OC)O,LQYQYAJWKXDTHR-PHVGODQESA-N,1818426.606,3245411.085,174366.8774,687461.9469,981311.1548,691283.3909,814510.067,773938.5505,136691.4819,307215.352,1084630.046,849169.6028,11880328.76,7965141.569,13318999.4,3127189.854,11443315.28,17875331.57,15427681.76,1811152.393,2156330.2,2929056.711,111632187.7,627499.4863,1134560.358,599825.3853,951968.1124,752984.6872,2606570.548,402643.098,388083.7782,843328.7709,2194473.268,2663875.412,2217153.379,674501.5661,653082.9963,2067870.482,579232.7764,376747.7834,720960.3127,125924.3942,191925.5639,2480071.393,18479308.98,576730.6872,263243.1214,348447.3923,1266376.844,661025.85,10935051.07,22430651.38,1074758.698,1496902.696,753969.7908,3723287.856,0.00033662
Com_1096_pos,Phyllanthin,叶下珠脂素,P,C24H34O6,418.23554,441.22306,3.80485,[M+Na]+,5.919,0.51,1,C18,"Lignans, neolignans and related compounds",木脂素、新木脂素及相关化合物,Dibenzylbutane lignans,二苄基丁烷木脂素,_,_,10351-88-9,HMDB0256511,"Lignans, neolignans and related compounds",Dibenzylbutane lignans,_,Phyllanthin,C10746,_,_,_,_,_,_,COCC(CC1=CC(=C(C=C1)OC)OC)C(CC2=CC(=C(C=C2)OC)OC)COC,KFLQGJQSLUYUBF-WOJBJXKFSA-N,147226.2774,1762953.941,2084452.053,258925.2378,248357.5111,45897.12769,3183832.631,6610292.531,1169875.027,1499789.579,355639.3421,277152.7977,1423124.441,2101436.277,3310106.537,166173.6786,704333.2389,431761.618,632497.7296,268225.7283,652811.8574,171853.6992,450856.7005,1241737.68,353114.5582,96062.25146,2685944.923,74924.8798,419092.2417,276461.4777,1940655.419,4072811.004,175293.6774,282747.8518,73341.12624,486810.9414,205844.3544,181969.1058,195885.4746,420565.701,459604.9512,3060077.142,371246.3799,303706.7458,92209.59219,141152.0353,85572.57848,2811219.696,757968.6913,2182763.651,1356155.965,569663.8992,650933.3886,1171943.337,753991.1215,634184.5047,0.36859
Com_1349_pos,Ardisiacrispin B,百两金皂苷B,P,C53H86O22,1074.56108,1097.54895,1.21155,[M+Na]+,6.095,0.77,1,C18,Organic acids and derivatives,有机酸及其衍生物,Peptidomimetics,肽模拟物,Depsipeptides,缩酚肽,112766-96-8,_,_,_,_,_,_,_,_,_,_,_,_,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3COC(C(C3O)OC4C(C(C(C(O4)CO)O)O)O)OC5CCC6(C(C5(C)C)CCC7(C6CCC89C7(CC(C1(C8CC(CC1)(C)C=O)CO9)O)C)C)C)CO)O)O)O)O)O,YSHVOZLUGRPITA-UHFFFAOYSA-N,876895.0255,8445872.759,4171056.229,103335.4953,1585566.007,434485.3591,817752.1923,319837.9296,463317.0182,87517.31397,978483.0453,6186362.206,5862217.227,13728969.68,2625995.895,5433824.945,5365495.56,5441857.458,1564924.421,411877.6085,1116859.778,3787313.028,664115.4033,185355.9809,126580158.7,310835392.4,126536800.5,210888286.8,104143733.9,392155468.9,45749777.65,12920050.81,10247971.37,46572982.78,16651325.49,13293210.02,176484.3075,166239.2305,762417.3558,2236675.611,395395.998,11170244.93,4397478.282,5424312.667,8429475.61,3885776.95,943099.0185,1386671.784,2602868.479,1475544.951,6409726.793,1288407.703,211856640.2,24239219.69,2484576.239,4077802.385,7.17E-11
Com_865_pos,N-(3-Oxotetradecanoyl)-DL-homoserine lactone,N-（3-氧代十四烷酰基）-DL-高丝氨酸内酯,P,C18H31NO4,325.22531,348.21342,3.12621,[M+Na]+,6.272,0.61,1,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,503610-29-5,_,_,_,_,_,_,_,_,_,_,_,_,CCCCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,YQFJJDSGBAAUPW-UHFFFAOYSA-N,6788512.505,7329053.24,5400260.938,11849995.13,7633016.866,7327786.265,7433725.595,29784136.89,10822976.16,12612463.1,15672570.77,10594144.98,32598720.76,25219363.32,18152035.13,12385286.07,8368792.206,12717756.28,9477334.593,9969959.131,9412204.516,11575256.49,12220032.9,7255720.625,7226076.697,12398060.3,6587201.448,5439360.556,6692964.535,13013980.74,25103438.49,5835434.699,10113833.64,6800795.495,8539205.372,7407877.367,10652814.78,14868746.92,9208517.957,16462961.56,11036411.02,14184769.35,30338286.39,10896313.43,12447434.43,12474218.77,6211197.809,15387800.94,7721437.491,14486669.58,18240325.63,9985084.709,8559607.38,10633430.84,12735703.6,14625875.3,0.020367
Com_925_pos,Kirenol,奇壬醇,P,C20H34O4,338.24571,361.23381,3.0511,[M+Na]+,8.114,0.88,1,C18,Lipids and lipid-like molecules,脂质和类脂分子,Prenol lipids,异戊烯醇脂,Diterpenoids,二萜类,52659-56-0,HMDB0253803,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,_,_,_,_,_,_,_,45934421,CC1(CO)CC(O)CC2(C)C3CCC(C)(C=C3CCC12)C(O)CO,NRYNTARIOIRWAB-UHFFFAOYSA-N,103168427,128787169.1,93082378.69,95712678.32,83934712.08,65095461.15,75115603.76,117039653.9,169159321.9,83577992.41,68374446.93,73719695.27,95079718.6,87314087.71,124838125.8,79395993.42,108316773.6,68938814.76,66676356.15,36214373.97,62179132.71,62671359.36,75088749.75,90220706.26,55942558.5,77313274.39,54055758.24,61792684.41,71875765.24,71122062.07,62576761.17,49869430.88,61313280.16,57769666.03,59946467.87,79010158.91,101656367.8,69960186.06,71424859.99,89460585.23,68245504.79,54142922.87,52337781.96,81929796.81,52792836.35,50804378.69,50337146.31,67665793.07,94963471.05,97831119.03,93980585.65,65508446.37,65350350.47,61747627.51,75815071.12,59311288.86,0.0010782
Com_161_pos,Senkyunolide A,洋川芎内酯A,P,C12H16O2,192.11503,193.12175,2.97973,[M+H]+,6.459,0.67,1,C18,Organoheterocyclic compounds,有机杂环化合物,Isobenzofurans,异苯并呋喃类,_,_,63038-10-8,HMDB0258235,Organoheterocyclic compounds,Isobenzofurans,_,Senkyunolide,C17853,_,_,_,_,_,_,CCCCC1OC(=O)C2=C1CCC=C2,ZPIKVDODKLJKIN-UHFFFAOYSA-N,3428185.71,3188027.994,2462547.088,1007610.259,2580210.409,3526931.418,3549754.813,4041405.935,4915590.765,5158184.407,3412178.591,3655142.405,1319570.524,5763939.849,5453573.889,3486345.068,2735403.464,5068201.728,3538313.099,1691541.348,532996.8714,3475082.788,3730248.907,4733060.158,1672395.153,3297697.924,1625715.989,5644937.117,2644781.561,4840351.331,3196158.37,1685500.808,1333057.858,3377177.777,3278005.335,4659433.814,3228072.217,2995564.135,1013735.412,3247849.368,1970732.022,3578526.268,2574567.391,4177537.939,1807841.911,2943440.94,2658028.257,3579648.748,2698918.813,4122042.819,3971172.42,2950207.195,3287646.513,2921555.66,2672413.237,2956844.198,0.57965
Com_1102_pos,Glychionide A,去甲汉黄芩素-7-O-葡萄糖醛酸苷,P,C21H18O11,446.08492,447.09187,0.78682,[M+H]+,5.613,0.68,1,C18,Phenylpropanoids and polyketides,苯丙素类和聚酮类,Flavonoids,黄酮类化合物,Flavonoid glycosides,黄酮糖苷,119152-50-0,_,_,_,_,_,_,_,LMPK12111319,Polyketides [PK],Flavonoids [PK12],Flavones and Flavonols [PK1211],11597485,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O,MOFOLNOWFPVLGZ-BHWDSYMASA-N,1395227.382,183815.8587,5768766.503,4935572.769,61445.79759,3704532.86,1388563.492,2979616.98,2892501.02,34949.88224,877165.4326,922707.7224,77789004.17,245191881.4,193762958.2,149051947.6,375258272.5,67041689.44,1792981.9,178398.1033,361915.1618,901836.2578,6027176.835,8285717.855,4230877.124,92182.01936,3645296.734,109900.667,1662562.244,2511744.4,1012864.717,957528.9665,133808737.4,2980652.082,561528.4143,1316090.223,1539383.159,333408535.2,5122143.133,1591219.151,85722.78548,8219927.255,3397467.468,898316329,20144149.18,4604466.998,965173.7637,11422886,2674893.528,1515917.422,184682625.5,2924671.019,2042093.865,23439566.97,58327821.78,156475078.7,0.00027579
Com_1279_pos,Linarin,蒙花苷,P,C28H32O14,592.17921,593.18546,1.77624,[M+H]+,5.843,1,1,C18,Phenylpropanoids and polyketides,苯丙素类和聚酮类,Flavonoids,黄酮类化合物,Flavonoid glycosides,黄酮糖苷,480-36-4,HMDB0254097,Organic oxygen compounds,Organooxygen compounds,Ethers,_,_,_,LMPK12110449,Polyketides [PK],Flavonoids [PK12],Flavones and Flavonols [PK1211],5480901,COC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C=C2O1,YFVGIJBUXMQFOF-UHFFFAOYSA-N,386506929.1,19647238.31,4280620.691,331283912.8,67863655.99,18942819.01,1059126615,997983122.6,552943221,22624932.86,961374354.1,243391464,5184448.378,7379067.995,8501306.748,10735623.78,8905043.234,7731488.523,20845811.07,12237856.86,19650871.75,21300939.6,30062447.96,2291717.581,32190852.1,2151071661,15576309.73,91359634.74,336921375.9,93336657.53,34999754.02,51600909.8,24776834.39,605980356.9,48073748.81,26506591.29,6293301.904,5626346.77,7146003.686,7502487.479,6623619.26,3388922.816,420067.1572,341044.9425,411544.1509,1044374.907,188963.636,211307.2299,138087529.3,639573951.6,8072829.776,17731607.47,453409415.1,131989699.2,6096780.319,436217.0039,4.13E-11
Com_545_pos,Wogonin,汉黄芩素,P,C16H12O5,284.06847,285.07483,3.28089,[M+H]+,5.844,0.77,1,C18,Phenylpropanoids and polyketides,苯丙素类和聚酮类,Flavonoids,黄酮类化合物,O-methylated flavonoids,O-甲基化黄酮类化合物,632-85-9,_,_,_,_,Wogonin; Norwogonin 8-methyl ether,C10197,_,LMPK12111330,Polyketides [PK],Flavonoids [PK12],Flavones and Flavonols [PK1211],5281703,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,XLTFNNCXVBYBSX-UHFFFAOYSA-N,15003342.95,4083656.433,3764604.444,161050838.2,4215775.229,4263967.129,24194601.87,101051352.1,40873252.87,8161607.915,17543657.97,9439650.98,5352688.316,2598824.008,3170520.449,5751656.538,8077766.53,5359925.128,11319086.4,8488593.476,6119853.547,8086698.613,17839950.99,8293136.876,4439750.928,38541235.28,3138933.701,6057144.7,10629987.29,7910111.267,1690715.58,2855850.713,4716210.234,14960740.9,3655188.702,4301735.288,3617680.667,5090033.976,3893385.691,4777995.884,2746536.986,5367868.202,2411772.356,1495478.272,31126655.35,3286787.249,3804293.69,9105659.806,32063697.4,33544020.62,5051896.828,10024553.32,11786193.86,5363406.903,4248916.901,8538441.121,0.019378
Com_994_pos,Oridonin,冬凌草甲素,P,C20H28O6,364.18859,387.17887,2.78346,[M+Na]+,6.377,0.51,1,C18,Lipids and lipid-like molecules,脂质和类脂分子,Prenol lipids,异戊烯醇脂,Diterpenoids,二萜类,28957-04-2,HMDB0242516,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,_,_,_,_,_,_,_,3576890,CC1(C)CCC(O)C23COC(O)(C(O)C12)C12C(O)C(CCC31)C(=C)C2=O,SDHTXBWLVGWJFT-UHFFFAOYSA-N,1329142046,1111278258,980646602.8,1117494559,1183499304,973133422.2,1067761729,1337221883,1649276205,1498404857,1340627455,1310880282,1349589092,1381832367,1390451331,1171787308,1397969146,1123219629,1632060079,578197749.7,1615505595,1812735052,1059616578,1860928220,993020116.6,1493077654,1196019800,1040321305,1477797674,1465412504,534718486.8,1048438520,944405505.9,1205744188,1537781406,1483592344,1844392314,1352813391,1234792785,1387014881,1245952622,626619557.2,1081542052,1093239286,1441700033,1106413269,1510506373,1177746681,1115865699,1367362068,1302474812,1426507212,1277608176,1125780075,1281930925,1235191282,0.76345
Com_723_pos,Quercetagetin,槲皮万寿菊素,P,C15H10O8,318.03757,319.04447,1.26225,[M+H]+,5.468,0.65,1,C18,Phenylpropanoids and polyketides,苯丙素类和聚酮类,Flavonoids,黄酮类化合物,Flavones,黄酮类,90-18-6,HMDB0029308,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,Quercetagetin; 6-Hydroxyquercetin,C10122,_,LMPK12112983,Polyketides [PK],Flavonoids [PK12],Flavones and Flavonols [PK1211],386331,COC1=C(OC)C=C(C=C1)C1=C(OC)C(=O)C2=C(OC)C(OC)=C(OC)C=C2O1,ZVOLCUVKHLEPEV-UHFFFAOYSA-N,686085.2121,5501577.726,639446.8964,142792.0626,213456.597,91375.37656,2444094.944,1295302.125,634163.5489,2474363.367,319640.4476,460712.7521,97811.73369,1736520.567,361103.2056,244056.724,1008560.867,956023.9046,1630159.484,4003382.589,6555427.443,363637.55,889682.7464,542701.9176,8137149.406,26044580.01,7354597.939,12351085.32,11841092.43,7571355.002,385364461.3,45157235.34,58012447.81,108548996.9,302172710.4,91054174.13,2664925.459,329473.2898,813643.5791,122413.0189,183965.9931,213177.9311,11330398.6,10119599.95,8607094.025,14595553.48,17370153.56,18036564.37,1212455.645,1271379.531,734012.8335,2330831.955,12216643.35,165051671,721266.5453,13343227.33,3.46E-13
Com_251_pos,Fraxinellone,梣酮,P,C14H16O3,232.10995,215.10646,0.86363,[M+H-H2O]+,5.711,0.71,1,C18,Organoheterocyclic compounds,有机杂环化合物,Isobenzofurans,异苯并呋喃类,_,_,28808-62-0,_,_,_,_,_,_,_,_,_,_,_,124039,CC1=C2C(=O)OC(C2(CCC1)C)C3=COC=C3,XYYAFLHHHZVPRN-GXTWGEPZSA-N,1409415.621,3642376.88,33393.87919,1396243.578,1027363.412,131707.8392,1133874.176,2719941.529,114922.8734,114364.817,913589.3934,310901.8835,574773.0089,228720.8552,491407.7634,310876.2669,289576.5387,382036.3385,1883324.196,755033.4066,1484509.6,2280015.379,3050584.603,141192.0694,1000248.883,3724909.68,3572596.244,2953976.523,4788999.321,1939086.235,5247480.468,8052476.777,2020274.492,1130467.306,1545351.972,132527.3839,2030021.351,5483776.67,3186395.011,2962717.264,1158030.015,280675.4173,390562.4684,1108160.183,191105.0689,615499.7284,253171.2539,210224.5337,1273416.868,884599.112,379565.1286,1599109.876,2996636.148,3021429.733,2516935.955,461453.8727,0.01492
Com_475_pos,ascaroside C6,"（R） -5-（（（2R，3R，5R，6S）-3,5-二羟基-6-甲基四氢-2H-吡喃-2-基）氧基）己烷-2-酮",P,C12H22O5,246.14673,269.13533,2.24164,[M+Na]+,5.977,0.76,1,C18,Organic oxygen compounds,有机氧化合物,Organooxygen compounds,有机氧化合物,Carbohydrates and carbohydrate conjugates,碳水化合物和碳水化合物结合物,946524-24-9,_,_,_,_,_,_,_,LMFA13040003,Fatty Acyls [FA],Fatty acyl glycosides [FA13],Ascarosides [FA1304],_,CC1C(CC(C(O1)OC(C)CCC(=O)C)O)O,KDIFLHQRDPSWHT-IYKVGLELSA-N,37887202.61,45915044.56,33054967.99,38374850.84,46298603.82,44625453.21,29525206.81,42100194.35,48593362.72,72154419.88,43138272.22,48889685.44,57534601.53,70027770.53,39617480.23,41973661.66,49877525.71,43998576.83,42090230.47,112783756.2,38500080.95,54884896.79,28943578.84,75422572.9,33002817.54,52194819.16,33747576.16,31392393.7,40046455.41,37526406.9,26263649.67,28336532.96,34001732.06,35488797.28,53106648.92,45317036.3,48748413.36,32268583.71,32441062.83,73235548.54,30305667.02,29692624.98,31455930.84,40523708.37,38466592.86,41085575.73,42861144.36,31457011.81,41026020.5,47400190.24,50504936.08,58770852.7,37985078.14,37085732.87,41115316.74,37641660.66,0.18004
Com_1113_pos,Hypophyllanthin,叶下珠次素,P,C24H30O7,430.19916,453.18653,4.04282,[M+Na]+,6.868,1,1,C18,"Lignans, neolignans and related compounds",木脂素、新木脂素及相关化合物,Aryltetralin lignans,芳基四氢萘木脂素,_,_,33676-00-5,HMDB0253312,"Lignans, neolignans and related compounds",Aryltetralin lignans,_,_,_,_,_,_,_,_,3425009,COCC1CC2=CC(OC)=C3OCOC3=C2C(C1COC)C1=CC=C(OC)C(OC)=C1,LBJCUHLNHSKZBW-UHFFFAOYSA-N,4717210.374,5222658.062,8426895.637,5945327.906,6784123.498,6923578.26,4868150.83,7032826.574,3594012.073,9608831.149,6947346.242,8088777.797,6842608.837,8232473.254,6254200.766,8544590.64,11694137.01,7157756.632,6024830.533,7620919.733,5705887.965,6163480.722,6785134.245,11554391.7,5297597.182,6810826.471,3814780.156,6930615.526,6137625.942,5986703.881,4302765.38,5013986.9,6342423.549,8337695.362,6402135.811,8715141.424,9510382.711,5980620.81,7662214.137,8203389.298,6280178.14,4432338.741,5890105.685,6816847.143,7627806.985,9480706.748,7349652.574,10083407.27,6336632.29,6689990.778,8120961.189,7309107.482,5829691.526,6519024.738,7011520.64,7874754.402,0.34611
Com_1093_pos,Aloin B,芦荟素B,P,C21H22O9,418.12639,441.11531,0.64259,[M+Na]+,5.903,0.58,1,C18,Benzenoids,苯类化合物,Anthracenes,蒽类,_,_,28371-16-6,HMDB0035219,Benzenoids,Anthracenes,_,Isobarbaloin; Aloin B,C17778,_,_,_,_,_,313325,OCC1OC(C(O)C(O)C1O)C1C2=C(C(O)=CC=C2)C(=O)C2=C1C=C(CO)C=C2O,AFHJQYHRLPMKHU-UHFFFAOYSA-N,271524.3823,1147076.39,800073.5012,831325.5017,768131.2653,530910.7112,373665.3684,747661.2814,521215.309,181059.5658,435806.8701,907945.8146,74310.18757,87645.6394,1409337.718,389310.4638,510848.9429,59804.91056,2562918.783,622944.7838,2387442.178,3047350.014,7899821.552,128421.9763,412163.5944,86309.27137,1162192.64,75616.34094,943980.7484,228757.2727,199360.003,65112.63006,1289343.348,6260089.049,420733.8516,700008.8509,3149237.974,568647.0419,991103.8459,716696.9365,1582187.269,582704.643,797226.3233,1476643.694,7371762.911,109561.1486,405047.8332,89717.01747,724840.292,527892.3682,421876.3104,2774816.548,484836.6446,1489107.956,1265096.285,1708326.488,0.1554
Com_635_pos,"4,5-Dimethoxycanthin-6-one","4,5-二甲氧基铁屎米酮",P,C16H12N2O3,280.08479,303.07528,4.24598,[M+Na]+,6.071,0.56,1,C18,Alkaloids and derivatives,生物碱及其衍生物,Indolonaphthyridine alkaloids,吲哚萘啶生物碱,_,_,18110-87-7,_,_,_,_,Methyl nigakinone,C16996,_,_,_,_,_,_,COC1=C(C(=O)N2C3=CC=CC=C3C4=C2C1=NC=C4)OC,ATONBUGCNDSBBC-UHFFFAOYSA-N,814552.3291,1400841.96,208914.6172,919185.7714,553952.3728,936249.7523,54454.31365,812928.0257,3424929.197,750196.5608,2280783.27,40980.81935,32182571.52,129404918.7,85039532.52,18717619.06,15204553.57,13743285.67,3111867.192,326953.9798,379444.6885,168493.8296,1106582.038,427320.1758,483961.3046,296933.9092,3355772.244,52222.17998,601793.9086,1187127.561,331888.0844,189263.599,8219071.073,145519.5638,244476.432,900680.4719,72946.9458,32330295.74,61726.07475,268463.2215,91129.67845,11506836.89,5783556.595,32054192.21,439154.1116,1889248.166,1484500.872,10503761.67,805616.1338,1227378.698,49048746.84,920110.3172,996301.8512,1671816.537,7388566.424,8692402.27,0.00018945
Com_1150_pos,DiosMetin 7-O-beta-D-Glucuronide,香叶木素 7-O-beta-D-葡萄糖醛酸苷,P,C22H20O12,476.09548,477.10255,0.47466,[M+H]+,5.611,0.94,1,C18,Phenylpropanoids and polyketides,苯丙素类和聚酮类,Flavonoids,黄酮类化合物,Flavonoid glycosides,黄酮糖苷,35110-20-4,HMDB0037452,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,_,_,_,LMPK12110811,Polyketides [PK],Flavonoids [PK12],Flavones and Flavonols [PK1211],_,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,XCKMDTYMOHXUHG-SXFAUFNYSA-N,2619576.958,2390793.459,232756.5405,5481593.445,92606.64764,6222769.719,203042.2748,443049.9796,2435311.135,437739.7339,2088026.795,5732460.322,554137660.8,1657323451,1007611820,708461867.7,2069060990,346523336.2,7993838.134,3039996.247,4096251.288,4247795.81,5329717.257,53903539.76,746034.9754,3595847.608,4030988.743,2708614.442,2506311.467,244477.0838,178094.8249,150836.4049,670247469,9582517.944,1732090.151,510153.4081,1947220.542,912174243.6,21432809.63,5942432.004,3288917.024,560621.8037,2581380.992,944902410.1,20824934.7,4334682.069,1578361.399,591602.2397,2840016.128,1889938.374,1057186521,13101856.42,2305379.053,113733527,157557707.4,162468895.3,0.000012147
