"Df"	"Sum Sq"	"Mean Sq"	"F value"	"Pr(>F)"	"Item"	"signif"	"Category3"	"keggID"	"Category1"	"Category2"
7	3.92160630782942e-09	5.60229472547061e-10	1.06286175843881	0.409207972927101	"Plant      "	"ns"	"Bile secretion"	"Kegg38"	"Organismal Systems"	"Digestive system"
1	2.83601874998432e-09	2.83601874998432e-09	5.3804664397062	0.0269016538830142	"sex        "	"*"	"Bile secretion"	"Kegg38"	"Organismal Systems"	"Digestive system"
7	2.94434720832677e-09	4.20621029760967e-10	0.797998015519489	0.594756007626867	"Plant:sex  "	"ns"	"Bile secretion"	"Kegg38"	"Organismal Systems"	"Digestive system"
32	1.68670506574991e-08	5.27095333046846e-10	NA	NA	"Residuals  "	NA	"Bile secretion"	"Kegg38"	"Organismal Systems"	"Digestive system"
7	5.93448387808315e-06	8.47783411154735e-07	0.893455592796069	0.523213799892128	"Plant      "	"ns"	"Biofilm formation - Escherichia coli"	"Kegg39"	"Cellular Processes"	"Cellular community - prokaryotes"
1	4.40832883286076e-08	4.40832883286076e-08	0.0464581637099849	0.830713072648374	"sex        "	"ns"	"Biofilm formation - Escherichia coli"	"Kegg39"	"Cellular Processes"	"Cellular community - prokaryotes"
7	7.03947061913623e-06	1.0056386598766e-06	1.05981489278599	0.411091749150172	"Plant:sex  "	"ns"	"Biofilm formation - Escherichia coli"	"Kegg39"	"Cellular Processes"	"Cellular community - prokaryotes"
32	3.03642054240784e-05	9.48881419502449e-07	NA	NA	"Residuals  "	NA	"Biofilm formation - Escherichia coli"	"Kegg39"	"Cellular Processes"	"Cellular community - prokaryotes"
7	2.89569992967566e-06	4.13671418525094e-07	1.24484602951142	0.308252053140816	"Plant      "	"ns"	"Biofilm formation - Pseudomonas aeruginosa"	"Kegg40"	"Cellular Processes"	"Cellular community - prokaryotes"
1	4.09262231805877e-09	4.09262231805877e-09	0.0123157762774375	0.912328151461494	"sex        "	"ns"	"Biofilm formation - Pseudomonas aeruginosa"	"Kegg40"	"Cellular Processes"	"Cellular community - prokaryotes"
7	1.61708121643515e-06	2.31011602347879e-07	0.695174631544874	0.675588124405694	"Plant:sex  "	"ns"	"Biofilm formation - Pseudomonas aeruginosa"	"Kegg40"	"Cellular Processes"	"Cellular community - prokaryotes"
32	1.06338334854139e-05	3.32307296419183e-07	NA	NA	"Residuals  "	NA	"Biofilm formation - Pseudomonas aeruginosa"	"Kegg40"	"Cellular Processes"	"Cellular community - prokaryotes"
7	2.56006644054483e-06	3.6572377722069e-07	1.26456026349522	0.298661614720671	"Plant      "	"ns"	"Biofilm formation - Vibrio cholerae"	"Kegg41"	"Cellular Processes"	"Cellular community - prokaryotes"
1	1.07039907514261e-06	1.07039907514261e-06	3.7011105670895	0.063310025995029	"sex        "	"ns"	"Biofilm formation - Vibrio cholerae"	"Kegg41"	"Cellular Processes"	"Cellular community - prokaryotes"
7	1.40576273330196e-06	2.00823247614565e-07	0.694384983249794	0.676216842544081	"Plant:sex  "	"ns"	"Biofilm formation - Vibrio cholerae"	"Kegg41"	"Cellular Processes"	"Cellular community - prokaryotes"
32	9.25472767799517e-06	2.89210239937349e-07	NA	NA	"Residuals  "	NA	"Biofilm formation - Vibrio cholerae"	"Kegg41"	"Cellular Processes"	"Cellular community - prokaryotes"
7	1.56508595890651e-05	2.23583708415215e-06	2.05644527746748	0.0780085856586052	"Plant      "	"ns"	"Biosynthesis of amino acids"	"Kegg42"	"Metabolism"	"Global and overview maps"
1	1.96846601350445e-06	1.96846601350445e-06	1.81052665510355	0.18790244835357	"sex        "	"ns"	"Biosynthesis of amino acids"	"Kegg42"	"Metabolism"	"Global and overview maps"
7	1.76751005611819e-05	2.52501436588313e-06	2.32242049524238	0.0491682445655328	"Plant:sex  "	"*"	"Biosynthesis of amino acids"	"Kegg42"	"Metabolism"	"Global and overview maps"
32	3.47914858113701e-05	1.08723393160531e-06	NA	NA	"Residuals  "	NA	"Biosynthesis of amino acids"	"Kegg42"	"Metabolism"	"Global and overview maps"
7	1.60405438167526e-07	2.29150625953608e-08	5.381794196253	0.000381135465669599	"Plant      "	"***"	"Biosynthesis of ansamycins"	"Kegg43"	"Metabolism"	"Metabolism of terpenoids and polyketides"
1	1.84554250015947e-08	1.84554250015947e-08	4.33441099057147	0.0454301285208228	"sex        "	"*"	"Biosynthesis of ansamycins"	"Kegg43"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	7.42443319173059e-08	1.06063331310437e-08	2.49098608614463	0.0367347018884159	"Plant:sex  "	"*"	"Biosynthesis of ansamycins"	"Kegg43"	"Metabolism"	"Metabolism of terpenoids and polyketides"
32	1.3625233078628e-07	4.25788533707125e-09	NA	NA	"Residuals  "	NA	"Biosynthesis of ansamycins"	"Kegg43"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	1.37140314908666e-05	1.95914735583808e-06	1.37972728406726	0.247607471817907	"Plant      "	"ns"	"Biosynthesis of cofactors"	"Kegg44"	"Metabolism"	"Global and overview maps"
1	9.06868650005122e-06	9.06868650005122e-06	6.38661209300442	0.0166372200028919	"sex        "	"*"	"Biosynthesis of cofactors"	"Kegg44"	"Metabolism"	"Global and overview maps"
7	7.2157866153344e-06	1.03082665933349e-06	0.725958495560896	0.651135930046789	"Plant:sex  "	"ns"	"Biosynthesis of cofactors"	"Kegg44"	"Metabolism"	"Global and overview maps"
32	4.54384834675504e-05	1.41995260836095e-06	NA	NA	"Residuals  "	NA	"Biosynthesis of cofactors"	"Kegg44"	"Metabolism"	"Global and overview maps"
7	6.38107631834148e-09	9.1158233119164e-10	2.23262624412804	0.0574531626917857	"Plant      "	"ns"	"Biosynthesis of enediyne antibiotics"	"Kegg45"	"Metabolism"	"Metabolism of terpenoids and polyketides"
1	3.12743380229239e-09	3.12743380229239e-09	7.65963813125207	0.00930876340065418	"sex        "	"**"	"Biosynthesis of enediyne antibiotics"	"Kegg45"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	3.4276325235806e-09	4.89661789082942e-10	1.19926826535149	0.331414983458602	"Plant:sex  "	"ns"	"Biosynthesis of enediyne antibiotics"	"Kegg45"	"Metabolism"	"Metabolism of terpenoids and polyketides"
32	1.30656148447835e-08	4.08300463899483e-10	NA	NA	"Residuals  "	NA	"Biosynthesis of enediyne antibiotics"	"Kegg45"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	2.68713403758279e-06	3.83876291083256e-07	2.74148044571306	0.0238918895069667	"Plant      "	"*"	"Biosynthesis of nucleotide sugars"	"Kegg46"	"Metabolism"	"Global and overview maps"
1	7.72172757113458e-08	7.72172757113458e-08	0.551452789221558	0.463141444411632	"sex        "	"ns"	"Biosynthesis of nucleotide sugars"	"Kegg46"	"Metabolism"	"Global and overview maps"
7	3.87642863450728e-07	5.53775519215326e-08	0.395482813736509	0.897943541402546	"Plant:sex  "	"ns"	"Biosynthesis of nucleotide sugars"	"Kegg46"	"Metabolism"	"Global and overview maps"
32	4.48080573905721e-06	1.40025179345538e-07	NA	NA	"Residuals  "	NA	"Biosynthesis of nucleotide sugars"	"Kegg46"	"Metabolism"	"Global and overview maps"
7	1.42718649387008e-05	2.03883784838583e-06	2.26189644647729	0.0546083503111061	"Plant      "	"ns"	"Biosynthesis of secondary metabolites"	"Kegg47"	"Metabolism"	"Global and overview maps"
1	1.59937364036647e-06	1.59937364036647e-06	1.77435275522204	0.192254167104953	"sex        "	"ns"	"Biosynthesis of secondary metabolites"	"Kegg47"	"Metabolism"	"Global and overview maps"
7	1.41158176595135e-05	2.01654537993049e-06	2.23716507550424	0.0570024414012941	"Plant:sex  "	"ns"	"Biosynthesis of secondary metabolites"	"Kegg47"	"Metabolism"	"Global and overview maps"
32	2.8844296232021e-05	9.01384257250656e-07	NA	NA	"Residuals  "	NA	"Biosynthesis of secondary metabolites"	"Kegg47"	"Metabolism"	"Global and overview maps"
7	2.20360530333257e-07	3.14800757618938e-08	0.886416404347556	0.528332517376289	"Plant      "	"ns"	"Biosynthesis of siderophore group nonribosomal peptides"	"Kegg48"	"Metabolism"	"Metabolism of terpenoids and polyketides"
1	1.16621655360336e-07	1.16621655360336e-07	3.28383416849026	0.0793586266829677	"sex        "	"ns"	"Biosynthesis of siderophore group nonribosomal peptides"	"Kegg48"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	3.54320080387455e-07	5.0617154341065e-08	1.42527852501626	0.229645402609064	"Plant:sex  "	"ns"	"Biosynthesis of siderophore group nonribosomal peptides"	"Kegg48"	"Metabolism"	"Metabolism of terpenoids and polyketides"
32	1.13644379711369e-06	3.55138686598029e-08	NA	NA	"Residuals  "	NA	"Biosynthesis of siderophore group nonribosomal peptides"	"Kegg48"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	5.44985934803323e-10	7.78551335433319e-11	1.20015214284342	0.330952496477264	"Plant      "	"ns"	"Biosynthesis of type II polyketide products"	"Kegg49"	"Metabolism"	"Metabolism of terpenoids and polyketides"
1	5.11519709582822e-10	5.11519709582822e-10	7.88517657889303	0.00842250020145886	"sex        "	"**"	"Biosynthesis of type II polyketide products"	"Kegg49"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	4.05157110092128e-10	5.78795871560183e-11	0.892225180161386	0.5241065422068	"Plant:sex  "	"ns"	"Biosynthesis of type II polyketide products"	"Kegg49"	"Metabolism"	"Metabolism of terpenoids and polyketides"
32	2.07587370338233e-09	6.48710532306979e-11	NA	NA	"Residuals  "	NA	"Biosynthesis of type II polyketide products"	"Kegg49"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	1.27169868281852e-08	1.81671240402646e-09	0.24374564883475	0.970601986227926	"Plant      "	"ns"	"Biosynthesis of unsaturated fatty acids"	"Kegg50"	"Metabolism"	"Lipid metabolism"
1	1.92175245141921e-10	1.92175245141921e-10	0.0257838718518555	0.873438677244483	"sex        "	"ns"	"Biosynthesis of unsaturated fatty acids"	"Kegg50"	"Metabolism"	"Lipid metabolism"
7	6.76783418949667e-08	9.66833455642381e-09	1.297186320952	0.283347445305993	"Plant:sex  "	"ns"	"Biosynthesis of unsaturated fatty acids"	"Kegg50"	"Metabolism"	"Lipid metabolism"
32	2.38505988544887e-07	7.45331214202771e-09	NA	NA	"Residuals  "	NA	"Biosynthesis of unsaturated fatty acids"	"Kegg50"	"Metabolism"	"Lipid metabolism"
7	1.52687291259009e-08	2.18124701798585e-09	1.6080711326156	0.168898462968279	"Plant      "	"ns"	"Biosynthesis of vancomycin group antibiotics"	"Kegg51"	"Metabolism"	"Metabolism of terpenoids and polyketides"
1	2.56880521766926e-09	2.56880521766926e-09	1.89378895731885	0.178330090448307	"sex        "	"ns"	"Biosynthesis of vancomycin group antibiotics"	"Kegg51"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	6.92061541900447e-09	9.88659345572067e-10	0.728864975170542	0.648834979068661	"Plant:sex  "	"ns"	"Biosynthesis of vancomycin group antibiotics"	"Kegg51"	"Metabolism"	"Metabolism of terpenoids and polyketides"
32	4.34059807180385e-08	1.3564368974387e-09	NA	NA	"Residuals  "	NA	"Biosynthesis of vancomycin group antibiotics"	"Kegg51"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	4.00169042975454e-08	5.71670061393506e-09	3.06247425796108	0.0138685466424947	"Plant      "	"*"	"Biosynthesis of various antibiotics"	"Kegg52"	"Metabolism"	"Biosynthesis of other secondary metabolites"
1	1.15656472142433e-08	1.15656472142433e-08	6.19579356385057	0.0181960535995426	"sex        "	"*"	"Biosynthesis of various antibiotics"	"Kegg52"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	2.1776434285642e-09	3.11091918366314e-10	0.166653994357205	0.990144280553154	"Plant:sex  "	"ns"	"Biosynthesis of various antibiotics"	"Kegg52"	"Metabolism"	"Biosynthesis of other secondary metabolites"
32	5.973419014719e-08	1.86669344209969e-09	NA	NA	"Residuals  "	NA	"Biosynthesis of various antibiotics"	"Kegg52"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	7.95100775698818e-07	1.13585825099831e-07	2.17399818176656	0.0636075943539164	"Plant      "	"ns"	"Biosynthesis of various nucleotide sugars"	"Kegg53"	"Metabolism"	"Carbohydrate metabolism"
1	1.00285095313914e-08	1.00285095313914e-08	0.191942625480879	0.664248016162528	"sex        "	"ns"	"Biosynthesis of various nucleotide sugars"	"Kegg53"	"Metabolism"	"Carbohydrate metabolism"
7	2.44532854790334e-07	3.49332649700478e-08	0.668612077794961	0.696754875891898	"Plant:sex  "	"ns"	"Biosynthesis of various nucleotide sugars"	"Kegg53"	"Metabolism"	"Carbohydrate metabolism"
32	1.67191786712584e-06	5.22474333476825e-08	NA	NA	"Residuals  "	NA	"Biosynthesis of various nucleotide sugars"	"Kegg53"	"Metabolism"	"Carbohydrate metabolism"
7	5.86192798003731e-08	8.37418282862474e-09	2.25117524994845	0.055633510742637	"Plant      "	"ns"	"Biosynthesis of various other secondary metabolites"	"Kegg54"	"Metabolism"	"Biosynthesis of other secondary metabolites"
1	1.17500427378746e-08	1.17500427378746e-08	3.15868496528681	0.0850308676152182	"sex        "	"ns"	"Biosynthesis of various other secondary metabolites"	"Kegg54"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	5.42831832943269e-08	7.75474047061813e-09	2.08465472685364	0.0742806760205338	"Plant:sex  "	"ns"	"Biosynthesis of various other secondary metabolites"	"Kegg54"	"Metabolism"	"Biosynthesis of other secondary metabolites"
32	1.19037311964996e-07	3.71991599890612e-09	NA	NA	"Residuals  "	NA	"Biosynthesis of various other secondary metabolites"	"Kegg54"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	1.59895290843536e-06	2.28421844062194e-07	3.50156126841068	0.00670008930299557	"Plant      "	"**"	"Biosynthesis of various plant secondary metabolites"	"Kegg55"	"Metabolism"	"Biosynthesis of other secondary metabolites"
1	3.97205148409816e-07	3.97205148409816e-07	6.08890173790224	0.0191381750818862	"sex        "	"*"	"Biosynthesis of various plant secondary metabolites"	"Kegg55"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	3.96286550056713e-07	5.66123642938161e-08	0.867831458669112	0.541976297760712	"Plant:sex  "	"ns"	"Biosynthesis of various plant secondary metabolites"	"Kegg55"	"Metabolism"	"Biosynthesis of other secondary metabolites"
32	2.08749710477232e-06	6.52342845241351e-08	NA	NA	"Residuals  "	NA	"Biosynthesis of various plant secondary metabolites"	"Kegg55"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	4.33092041835196e-07	6.18702916907424e-08	2.78973728450885	0.0220033387150267	"Plant      "	"*"	"Biotin metabolism"	"Kegg56"	"Metabolism"	"Metabolism of cofactors and vitamins"
1	8.76441099186097e-08	8.76441099186097e-08	3.95188117795996	0.0554314426889502	"sex        "	"ns"	"Biotin metabolism"	"Kegg56"	"Metabolism"	"Metabolism of cofactors and vitamins"
7	2.10002671719775e-07	3.00003816742535e-08	1.35272003766363	0.258838789712922	"Plant:sex  "	"ns"	"Biotin metabolism"	"Kegg56"	"Metabolism"	"Metabolism of cofactors and vitamins"
32	7.09690243987373e-07	2.21778201246054e-08	NA	NA	"Residuals  "	NA	"Biotin metabolism"	"Kegg56"	"Metabolism"	"Metabolism of cofactors and vitamins"
7	6.4186943401883e-10	9.16956334312615e-11	1.78972085249023	0.12376584909516	"Plant      "	"ns"	"Bisphenol degradation"	"Kegg57"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
1	1.13489282418428e-10	1.13489282418428e-10	2.21509059567897	0.14645651469768	"sex        "	"ns"	"Bisphenol degradation"	"Kegg57"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
7	1.30684624264272e-09	1.86692320377531e-10	3.64387186473747	0.0053166810487961	"Plant:sex  "	"**"	"Bisphenol degradation"	"Kegg57"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
32	1.63950722578754e-09	5.12346008058607e-11	NA	NA	"Residuals  "	NA	"Bisphenol degradation"	"Kegg57"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
7	5.13963735342372e-09	7.34233907631961e-10	0.734454504507445	0.644414703851074	"Plant      "	"ns"	"Bladder cancer"	"Kegg58"	"Human Diseases"	"Cancer: specific types"
1	5.48534146438528e-09	5.48534146438528e-09	5.48698950757074	0.025541429938628	"sex        "	"*"	"Bladder cancer"	"Kegg58"	"Human Diseases"	"Cancer: specific types"
7	8.11710033363079e-09	1.15958576194726e-09	1.15993415364271	0.352535057293827	"Plant:sex  "	"ns"	"Bladder cancer"	"Kegg58"	"Human Diseases"	"Cancer: specific types"
32	3.19903886490284e-08	9.99699645282138e-10	NA	NA	"Residuals  "	NA	"Bladder cancer"	"Kegg58"	"Human Diseases"	"Cancer: specific types"
7	7.06947941779389e-06	1.00992563111341e-06	2.5900526226814	0.0309720741437269	"Plant      "	"*"	"Butanoate metabolism"	"Kegg59"	"Metabolism"	"Carbohydrate metabolism"
1	8.21105115294391e-07	8.21105115294391e-07	2.10580402343162	0.156474612873315	"sex        "	"ns"	"Butanoate metabolism"	"Kegg59"	"Metabolism"	"Carbohydrate metabolism"
7	7.2698762395374e-06	1.03855374850534e-06	2.66347221740111	0.0273040937019104	"Plant:sex  "	"*"	"Butanoate metabolism"	"Kegg59"	"Metabolism"	"Carbohydrate metabolism"
32	1.24775921201832e-05	3.89924753755725e-07	NA	NA	"Residuals  "	NA	"Butanoate metabolism"	"Kegg59"	"Metabolism"	"Carbohydrate metabolism"
7	1.31307431724951e-06	1.87582045321358e-07	3.95307208936237	0.00324253682920824	"Plant      "	"**"	"C5-Branched dibasic acid metabolism"	"Kegg60"	"Metabolism"	"Carbohydrate metabolism"
1	1.02638964964301e-08	1.02638964964301e-08	0.216299607452475	0.645023458473541	"sex        "	"ns"	"C5-Branched dibasic acid metabolism"	"Kegg60"	"Metabolism"	"Carbohydrate metabolism"
7	7.52621230490672e-07	1.07517318641525e-07	2.26580166943354	0.0542396815270271	"Plant:sex  "	"ns"	"C5-Branched dibasic acid metabolism"	"Kegg60"	"Metabolism"	"Carbohydrate metabolism"
32	1.51847103078044e-06	4.74522197118887e-08	NA	NA	"Residuals  "	NA	"C5-Branched dibasic acid metabolism"	"Kegg60"	"Metabolism"	"Carbohydrate metabolism"
7	3.50845592854692e-11	5.01207989792417e-12	2.32518697727838	0.0489330975728721	"Plant      "	"*"	"Calcium signaling pathway"	"Kegg61"	"Environmental Information Processing"	"Signal transduction"
1	8.72743779113607e-12	8.72743779113607e-12	4.04880311372558	0.0526843596133557	"sex        "	"ns"	"Calcium signaling pathway"	"Kegg61"	"Environmental Information Processing"	"Signal transduction"
7	2.15319130818152e-11	3.07598758311646e-12	1.42700164725917	0.228989527979454	"Plant:sex  "	"ns"	"Calcium signaling pathway"	"Kegg61"	"Environmental Information Processing"	"Signal transduction"
32	6.89779180344909e-11	2.15555993857784e-12	NA	NA	"Residuals  "	NA	"Calcium signaling pathway"	"Kegg61"	"Environmental Information Processing"	"Signal transduction"
7	3.3779886921309e-08	4.82569813161557e-09	0.702706002859888	0.669594546584226	"Plant      "	"ns"	"Caprolactam degradation"	"Kegg62"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
1	5.05019671563742e-10	5.05019671563742e-10	0.0735396921007493	0.787992766103649	"sex        "	"ns"	"Caprolactam degradation"	"Kegg62"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
7	2.24180063881025e-08	3.2025723411575e-09	0.466350514960827	0.851455789858998	"Plant:sex  "	"ns"	"Caprolactam degradation"	"Kegg62"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
32	2.1975383671582e-07	6.86730739736937e-09	NA	NA	"Residuals  "	NA	"Caprolactam degradation"	"Kegg62"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
7	4.19418689399324e-08	5.99169556284748e-09	3.834358306136	0.00391534196616977	"Plant      "	"**"	"Carbapenem biosynthesis"	"Kegg63"	"Metabolism"	"Biosynthesis of other secondary metabolites"
1	9.40333845259458e-09	9.40333845259458e-09	6.01762364641554	0.0197958542705811	"sex        "	"*"	"Carbapenem biosynthesis"	"Kegg63"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	1.68053217830662e-08	2.40076025472374e-09	1.53635559870909	0.190695148021887	"Plant:sex  "	"ns"	"Carbapenem biosynthesis"	"Kegg63"	"Metabolism"	"Biosynthesis of other secondary metabolites"
